iter	Logloss
516	0.1748263699
517	0.1748145508
518	0.174809215
519	0.1747952908
520	0.1747872152
521	0.1747847331
522	0.1747718831
523	0.1747577908
524	0.1747551487
525	0.1747391602
526	0.1747252224
527	0.1747228
528	0.1747194417
529	0.1747129503
530	0.1747104818
531	0.174697564
532	0.174689266
533	0.1746775906
534	0.1746755805
535	0.1746649631
536	0.1746618815
537	0.1746601644
538	0.1746572374
539	0.1746527317
540	0.1746433051
541	0.1746360813
542	0.1746262261
543	0.1746163411
544	0.1746063232
545	0.1746002143
546	0.1745761664
547	0.1745658393
548	0.1745516357
549	0.1745408637
550	0.1745330675
551	0.1745269314
552	0.1745111654
553	0.1745059543
554	0.1745002903
555	0.174492117
556	0.1744843506
557	0.1744764187
558	0.1744735623
559	0.1744711426
560	0.1744682265
561	0.1744617323
562	0.1744551676
563	0.1744462375
564	0.1744371501
565	0.1744291233
566	0.1744252062
567	0.1744187473
568	0.1744118842
569	0.1744026801
570	0.1743925401
571	0.1743839708
572	0.1743758084
573	0.1743735297
574	0.1743687798
575	0.1743644586
576	0.1743515082
577	0.174349471
578	0.1743440294
579	0.1743404514
580	0.1743330702
581	0.1743277235
582	0.1743075033
583	0.1743005995
584	0.1742968235
585	0.1742877523
586	0.1742799723
587	0.1742750841
588	0.1742575195
589	0.1742442084
590	0.1742388211
591	0.1742355387
592	0.1742347711
593	0.1742250434
594	0.1742216309
595	0.1742046549
596	0.1741981934
597	0.1741913818
598	0.1741846788
599	0.1741679064
600	0.1741640327
601	0.1741570584
602	0.1741544298
603	0.1741398031
604	0.1741334391
605	0.1741282715
606	0.1741181288
607	0.1741160156
608	0.1741112305
609	0.1741028836
610	0.1740987901
611	0.1740922011
612	0.1740807536
613	0.1740737657
614	0.1740637017
615	0.1740605496
616	0.1740534804
617	0.1740391927
618	0.1740312581
619	0.1740251573
620	0.1740165609
621	0.1740076362
622	0.1739917263
623	0.1739756293
624	0.1739674642
625	0.1739633219
626	0.1739531223
627	0.173942551
628	0.1739383816
629	0.1739357693
630	0.1739338487
631	0.17392516
632	0.1739185248
633	0.1739080892
634	0.1738999864
635	0.1738976888
636	0.1738888021
637	0.1738767307
638	0.1738599284
639	0.1738549967
640	0.1738460422
641	0.1738324978
642	0.1738262533
643	0.1738209283
644	0.1738144124
645	0.1738072618
646	0.1738001031
647	0.1737797011
648	0.1737590956
649	0.1737560113
650	0.1737459825
651	0.1737365723
652	0.1737184896
653	0.1737073432
654	0.1737027778
655	0.1736842285
656	0.1736754693
657	0.1736703423
658	0.1736584961
659	0.1736467312
660	0.1736313694
661	0.1736253201
662	0.1736185465
663	0.1736166585
664	0.173607289
665	0.1735982123
666	0.1735955919
667	0.1735892687
668	0.1735866753
669	0.1735776421
670	0.1735684272
671	0.1735566054
672	0.1735491347
673	0.1735438992
674	0.1735378526
675	0.1735237332
676	0.1735139838
677	0.1734975884
678	0.1734773953
679	0.1734669027
680	0.1734602865
681	0.173446384
682	0.1734413764
683	0.1734311849
684	0.1734285455
685	0.1734229845
686	0.1734211589
687	0.1734163032
688	0.17339426
689	0.1733877143
690	0.1733775391
691	0.1733699273
692	0.1733599419
693	0.1733506321
694	0.1733430203
695	0.1733293104
696	0.1733212782
697	0.1733171468
698	0.1733090169
699	0.1733056261
700	0.173298546
701	0.1732916558
702	0.1732869249
703	0.1732856581
704	0.1732714654
705	0.1732680013
706	0.1732633057
707	0.1732550727
708	0.1732515191
709	0.1732498806
710	0.1732475315
711	0.173225415
712	0.1732211236
713	0.1732171088
714	0.1732073378
715	0.1732019314
716	0.1731983046
717	0.1731855116
718	0.1731700792
719	0.1731614556
720	0.1731547879
721	0.1731424154
722	0.1731403049
723	0.1731255534
724	0.1731206353
725	0.1731166206
726	0.1731096734
727	0.1731041016
728	0.1730917426
729	0.1730842312
730	0.1730781114
731	0.1730717719
732	0.1730531657
733	0.1730396918
734	0.173033922
735	0.1730293972
736	0.1730129964
737	0.1730061713
738	0.1729999485
739	0.1729898627
740	0.1729879015
741	0.1729761393
742	0.1729631727
743	0.1729603461
744	0.1729569336
745	0.1729564806
746	0.1729507406
747	0.1729380507
748	0.172928635
749	0.1729129313
750	0.1729086887
751	0.1728975939
752	0.1728782986
753	0.1728592122
754	0.1728482395
755	0.1728452121
756	0.1728383355
757	0.1728320611
758	0.1728190728
759	0.1728178928
760	0.1728072456
761	0.1728022163
762	0.1727945394
763	0.172789681
764	0.1727818197
765	0.1727709066
766	0.17276234
767	0.1727531521
768	0.1727490451
769	0.17274273
770	0.1727374702
771	0.1727185493
772	0.1727125
773	0.1727007677
774	0.1726917046
775	0.1726812364
776	0.1726802192
777	0.1726725694
778	0.172663029
779	0.1726619141
780	0.1726531359
781	0.1726503798
782	0.1726447917
783	0.1726434353
784	0.17263345
785	0.1726299886
786	0.1726238851
787	0.1726198269
788	0.1726190158
789	0.1726157091
790	0.1726078668
791	0.1726037896
792	0.1725994331
793	0.1725924045
794	0.1725892551
795	0.1725728868
796	0.1725685628
797	0.1725581272
798	0.1725549344
799	0.1725389106
800	0.1725300971
801	0.1725277913
802	0.1725223036
803	0.1725185764
804	0.1725129286
805	0.1725090549
806	0.1725072564
807	0.1725006565
808	0.1724905518
809	0.1724845839
810	0.1724730767
811	0.172470497
812	0.1724670709
813	0.1724588623
814	0.1724550646
815	0.1724499349
816	0.1724424696
817	0.1724353109
818	0.1724280735
819	0.1724216227
820	0.1724208333
821	0.1724130805
822	0.1724106662
823	0.1724052897
824	0.1724032416
825	0.1723963487
826	0.1723829915
827	0.1723715305
828	0.1723657579
829	0.1723541206
830	0.1723324951
831	0.1723298747
832	0.1723244032
833	0.1723172879
834	0.172309413
835	0.1723020291
836	0.1722918701
837	0.1722865289
838	0.172283138
839	0.1722774197
840	0.172270695
841	0.1722630859
842	0.1722465224
843	0.1722453722
844	0.1722393989
845	0.1722376411
846	0.172226614
847	0.1722202176
848	0.1722148031
849	0.1722085558
850	0.1722005859
851	0.1721947808
852	0.1721926025
853	0.1721864231
854	0.1721835232
855	0.1721767714
856	0.1721586534
857	0.1721545844
858	0.1721525662
859	0.172146932
860	0.1721433295
861	0.1721381266
862	0.1721346544
863	0.1721318441
864	0.1721271294
865	0.1721199653
866	0.1721165582
867	0.1721109212
868	0.1721056369
869	0.1721013102
870	0.1720949354
871	0.1720888265
872	0.1720870633
873	0.1720828749
874	0.1720778809
875	0.1720742459
876	0.1720685845
877	0.172060414
878	0.1720529568
879	0.172048017
880	0.1720438938
881	0.1720319092
882	0.1720285428
883	0.1720232829
884	0.172021799
885	0.1720170573
886	0.1720088759
887	0.1720061361
888	0.1720016276
889	0.1720003526
890	0.1719961589
891	0.1719908691
892	0.1719820421
893	0.1719750624
894	0.171967711
895	0.1719649007
896	0.1719556695
897	0.1719535753
898	0.1719471056
899	0.1719421984
900	0.1719388509
901	0.1719342177
902	0.1719220052
903	0.1719176432
904	0.1719115424
905	0.1718985731
906	0.1718900418
907	0.1718825521
908	0.1718721436
909	0.171868061
910	0.1718647569
911	0.1718609782
912	0.1718530138
913	0.1718507351
914	0.1718433865
915	0.1718274794
916	0.1718236844
917	0.171818571
918	0.1718097005
919	0.1718064535
920	0.171805759
921	0.1717976481
922	0.1717875949
923	0.1717817898
924	0.171779503
925	0.1717754286
926	0.1717664903
927	0.1717630751
928	0.1717589545
929	0.1717538384
930	0.1717476969
931	0.1717462972
932	0.1717424778
933	0.1717346897
934	0.1717296739
935	0.1717257107
936	0.1717225233
937	0.1717208496
938	0.1717164252
939	0.1717098117
940	0.1717080648
941	0.1717045085
942	0.1716995633
943	0.1716938829
944	0.171690587
945	0.1716865207
946	0.1716834229
947	0.1716777317
948	0.171666626
949	0.1716551948
950	0.1716484619
951	0.1716440294
952	0.1716317166
953	0.1716301541
954	0.1716200982
955	0.1716172689
956	0.1716081136
957	0.1716054009
958	0.1715990289
959	0.1715943007
960	0.1715813368
961	0.1715771891
962	0.1715722304
963	0.1715605496
964	0.1715548611
965	0.1715538005
966	0.1715534614
967	0.1715496419
968	0.1715442383
969	0.1715426242
970	0.1715399089
971	0.1715325494
972	0.1715261719
973	0.1715215739
974	0.1715164252
975	0.1715106554
976	0.1715065728
977	0.1715022298
978	0.1715006646
979	0.1714938775
980	0.1714920573
981	0.1714874593
982	0.1714863553
983	0.1714733426
984	0.171471894
985	0.171462481
986	0.1714608453
987	0.1714550401
988	0.1714530192
989	0.171447998
990	0.1714462511
991	0.171439662
992	0.1714338759
993	0.1714269097
994	0.171421799
995	0.1714158936
996	0.1713997748
997	0.1713935465
998	0.1713893256
999	0.1713835856
